equation_id,pmid,equation_index,display,equation_rep,equation_img
40919504_eq1,40919504,0,True,$ N⇌U $,
40919504_eq2,40919504,1,False,$ ΔG_{U}^{°′} $,
40919504_eq3,40919504,2,True,$ ΔG_{U}^{°′}=G_{U}^{°′}-G_{N}^{°′} $,
40919504_eq4,40919504,3,False,$ G_{U}^{°′} $,
40919504_eq5,40919504,4,False,$ G_{N}^{°′} $,
40919504_eq6,40919504,5,True,$ ΔG_{U}^{°′}=-RTln\frac{[U]}{[N]}=-RTlnK_{U} $,
40919504_eq7,40919504,6,False,$ R $,
40919504_eq8,40919504,7,False,$ T $,
40919504_eq9,40919504,8,False,$ K_{U} $,
40919504_eq10,40919504,9,False,$ ΔG_{U}^{°′} $,
40919504_eq11,40919504,10,False,$ ΔG_{U}^{°′} $,
40919504_eq12,40919504,11,False,$ K_{U} $,
40919504_eq13,40919504,12,False,$ k_{obs} $,
40919504_eq14,40919504,13,True,$ N-H(closed)\begin{matrix} k_{op} \\ ⇌ \\ k_{cl} \end{matrix}N-H(open)\begin{matrix} k_{int} \\ \to \\ \end{matrix}N-D(open)\begin{matrix} k_{cl} \\ ⇌ \\ k_{op} \end{matrix}N-D(closed)$,
40919504_eq15,40919504,14,False,$ k_{op} $,
40919504_eq16,40919504,15,False,$ k_{cl} $,
40919504_eq17,40919504,16,False,$ k_{int} $,
40919504_eq18,40919504,17,False,$ k_{int} $,
40919504_eq19,40919504,18,False,$ k_{obs} $,
40919504_eq20,40919504,19,False,$ k_{cl}≫k_{op} $,
40919504_eq21,40919504,20,False,$ k_{cl} $,
40919504_eq22,40919504,21,False,$ k_{obs}\approxk_{op} $,
40919504_eq23,40919504,22,False,$ k_{int} $,
40919504_eq24,40919504,23,False,$ k_{obs} $,
40919504_eq25,40919504,24,False,$ k_{int} $,
40919504_eq26,40919504,25,False,$ K_{op} $,
40919504_eq27,40919504,26,False,$ ΔG_{op}^{°′} $,
40919504_eq28,40919504,27,True,$ k_{obs}=\frac{k_{op}}{k_{cl}}k_{int}=K_{op}k_{int} $,
40919504_eq29,40919504,28,True,$ ΔG_{op}^{°′}=-RTlnK_{op}=-RTln\frac{k_{obs}}{k_{int}} $,
40919504_eq30,40919504,29,False,$ ΔG_{op}^{°′} $,
40919504_eq31,40919504,30,False,$ ΔG_{U}^{°′} $,
40919504_eq32,40919504,31,False,$ ΔG_{op}^{°′} $,
40919504_eq33,40919504,32,False,$ ΔG_{op}^{°′} $,
40919504_eq34,40919504,33,False,$ ΔH_{U}^{°′} $,
40919504_eq35,40919504,34,False,$ ΔG_{U}^{°′} $,
40919504_eq36,40919504,35,False,"$ ΔC_{p,U} $",
40919504_eq37,40919504,36,False,"$ ΔC_{p,U} $",
40919504_eq38,40919504,37,False,"$ ΔC_{p,U} $",
40919504_eq39,40919504,38,True,"$ ΔG_{U}^{°′}(T)=ΔH_{U,cal}^{°′}(1-\frac{T}{T_{m}})+ΔC_{p,U}[(T-T_{m})-Tln(\frac{T}{T_{m}})] $",
40919504_eq40,40919504,39,False,"$ ΔH_{U,cal}^{°′} $",
40919504_eq41,40919504,40,False,$ T_{m} $,
40919504_eq42,40919504,41,False,$ ΔG_{U}^{°′}=0 $,
40919504_eq43,40919504,42,False,"$ ΔS_{m}^{°′}=ΔH_{U,cal}^{°′}/T_{m} $",
40919504_eq44,40919504,43,False,"$ ΔH_{U,cal}^{°′} $",
40919504_eq45,40919504,44,False,"$ ΔH_{U,vH}^{°′})$",
40919504_eq46,40919504,45,False,$ ΔH_{cal}^{°′}/ΔH_{vH}^{°′} $,
40919504_eq47,40919504,46,False,$ ΔG_{op}^{°′} $,
40919504_eq48,40919504,47,False,$ ΔG_{U}^{°′} $,
40919504_eq49,40919504,48,False,$ ΔG_{op}^{°′} $,
40919504_eq50,40919504,49,False,$ ΔG_{U}^{°′} $,
40919504_eq51,40919504,50,False,$ k_{cl}≫k_{op} $,
40919504_eq52,40919504,51,False,$ k_{cl}≫k_{int} $,
40919504_eq53,40919504,52,False,$ ΔG_{op}^{°′} $,
40919504_eq54,40919504,53,False,$ ΔG_{U}^{°′} $,
40919504_eq55,40919504,54,False,$ ΔG_{op}^{°′} $,
40919504_eq56,40919504,55,False,$ ΔG_{U}^{°′} $,
40919504_eq57,40919504,56,False,$ ΔG_{op}^{°′} $,
40919504_eq58,40919504,57,False,$ ΔG_{U}^{°′} $,
40919504_eq59,40919504,58,False,$ ΔG_{op}^{°′} $,
40919504_eq60,40919504,59,False,$ ΔG_{U}^{°′} $,
40919504_eq61,40919504,60,False,$ ΔG_{U}^{°′} $,
40919504_eq62,40919504,61,False,$ ΔH_{op}^{°′} $,
40919504_eq63,40919504,62,False,$ -RlnK_{op} $,
40919504_eq64,40919504,63,False,$ 1/T $,
40919504_eq65,40919504,64,True,$ ΔG_{op}^{°′}=ΔH_{op}^{°′}-TΔS_{op}^{°′} $,
40919504_eq66,40919504,65,False,$ N⇌U $,
40919504_eq67,40919504,66,False,$ k_{int} $,
40919504_eq68,40919504,67,False,$ ΔG_{op}^{°′} $,
40919504_eq69,40919504,68,False,$ ΔH_{op}^{°′} $,
40919504_eq70,40919504,69,True,$ N⇌U $,
40919504_eq71,40919504,70,False,$ ΔG_{U}^{°′} $,
40919504_eq72,40919504,71,True,$ ΔG_{U}^{°′}=G_{U}^{°′}-G_{N}^{°′} $,
40919504_eq73,40919504,72,False,$ G_{U}^{°′} $,
40919504_eq74,40919504,73,False,$ G_{N}^{°′} $,
40919504_eq75,40919504,74,True,$ ΔG_{U}^{°′}=-RTln\frac{[U]}{[N]}=-RTlnK_{U} $,
40919504_eq76,40919504,75,False,$ R $,
40919504_eq77,40919504,76,False,$ T $,
40919504_eq78,40919504,77,False,$ K_{U} $,
40919504_eq79,40919504,78,False,$ ΔG_{U}^{°′} $,
40919504_eq80,40919504,79,False,$ ΔG_{U}^{°′} $,
40919504_eq81,40919504,80,False,$ K_{U} $,
40919504_eq82,40919504,81,False,$ k_{obs} $,
40919504_eq83,40919504,82,True,$ N-H(closed)\begin{matrix} k_{op} \\ ⇌ \\ k_{cl} \end{matrix}N-H(open)\begin{matrix} k_{int} \\ \to \\ \end{matrix}N-D(open)\begin{matrix} k_{cl} \\ ⇌ \\ k_{op} \end{matrix}N-D(closed)$,
40919504_eq84,40919504,83,False,$ k_{op} $,
40919504_eq85,40919504,84,False,$ k_{cl} $,
40919504_eq86,40919504,85,False,$ k_{int} $,
40919504_eq87,40919504,86,False,$ k_{int} $,
40919504_eq88,40919504,87,False,$ k_{obs} $,
40919504_eq89,40919504,88,False,$ k_{cl}≫k_{op} $,
40919504_eq90,40919504,89,False,$ k_{cl} $,
40919504_eq91,40919504,90,False,$ k_{obs}\approxk_{op} $,
40919504_eq92,40919504,91,False,$ k_{int} $,
40919504_eq93,40919504,92,False,$ k_{obs} $,
40919504_eq94,40919504,93,False,$ k_{int} $,
40919504_eq95,40919504,94,False,$ K_{op} $,
40919504_eq96,40919504,95,False,$ ΔG_{op}^{°′} $,
40919504_eq97,40919504,96,True,$ k_{obs}=\frac{k_{op}}{k_{cl}}k_{int}=K_{op}k_{int} $,
40919504_eq98,40919504,97,True,$ ΔG_{op}^{°′}=-RTlnK_{op}=-RTln\frac{k_{obs}}{k_{int}} $,
40919504_eq99,40919504,98,False,$ ΔG_{op}^{°′} $,
40919504_eq100,40919504,99,False,$ ΔG_{U}^{°′} $,
40919504_eq101,40919504,100,False,$ ΔG_{op}^{°′} $,
40919504_eq102,40919504,101,False,$ ΔG_{op}^{°′} $,
40919504_eq103,40919504,102,False,$ ΔH_{U}^{°′} $,
40919504_eq104,40919504,103,False,$ ΔG_{U}^{°′} $,
40919504_eq105,40919504,104,False,"$ ΔC_{p,U} $",
40919504_eq106,40919504,105,False,"$ ΔC_{p,U} $",
40919504_eq107,40919504,106,False,"$ ΔC_{p,U} $",
40919504_eq108,40919504,107,True,"$ ΔG_{U}^{°′}(T)=ΔH_{U,cal}^{°′}(1-\frac{T}{T_{m}})+ΔC_{p,U}[(T-T_{m})-Tln(\frac{T}{T_{m}})] $",
40919504_eq109,40919504,108,False,"$ ΔH_{U,cal}^{°′} $",
40919504_eq110,40919504,109,False,$ T_{m} $,
40919504_eq111,40919504,110,False,$ ΔG_{U}^{°′}=0 $,
40919504_eq112,40919504,111,False,"$ ΔS_{m}^{°′}=ΔH_{U,cal}^{°′}/T_{m} $",
40919504_eq113,40919504,112,False,"$ ΔH_{U,cal}^{°′} $",
40919504_eq114,40919504,113,False,"$ ΔH_{U,vH}^{°′})$",
40919504_eq115,40919504,114,False,$ ΔH_{cal}^{°′}/ΔH_{vH}^{°′} $,
40919504_eq116,40919504,115,False,$ ΔG_{op}^{°′} $,
40919504_eq117,40919504,116,False,$ ΔG_{U}^{°′} $,
40919504_eq118,40919504,117,False,$ ΔG_{op}^{°′} $,
40919504_eq119,40919504,118,False,$ ΔG_{U}^{°′} $,
40919504_eq120,40919504,119,False,$ k_{cl}≫k_{op} $,
40919504_eq121,40919504,120,False,$ k_{cl}≫k_{int} $,
40919504_eq122,40919504,121,False,$ ΔG_{op}^{°′} $,
40919504_eq123,40919504,122,False,$ ΔG_{U}^{°′} $,
40919504_eq124,40919504,123,False,$ ΔG_{op}^{°′} $,
40919504_eq125,40919504,124,False,$ ΔG_{U}^{°′} $,
40919504_eq126,40919504,125,False,$ ΔG_{op}^{°′} $,
40919504_eq127,40919504,126,False,$ ΔG_{U}^{°′} $,
40919504_eq128,40919504,127,False,$ ΔG_{op}^{°′} $,
40919504_eq129,40919504,128,False,$ ΔG_{U}^{°′} $,
40919504_eq130,40919504,129,False,$ ΔG_{U}^{°′} $,
40919504_eq131,40919504,130,False,$ ΔH_{op}^{°′} $,
40919504_eq132,40919504,131,False,$ -RlnK_{op} $,
40919504_eq133,40919504,132,False,$ 1/T $,
40919504_eq134,40919504,133,True,$ ΔG_{op}^{°′}=ΔH_{op}^{°′}-TΔS_{op}^{°′} $,
40919504_eq135,40919504,134,False,$ N⇌U $,
40919504_eq136,40919504,135,False,$ k_{int} $,
40919504_eq137,40919504,136,False,$ ΔG_{op}^{°′} $,
40919504_eq138,40919504,137,False,$ ΔH_{op}^{°′} $,
39742998_eq1,39742998,0,False,$ ∇^{2}ρ(r)$,
39742998_eq2,39742998,1,False,$ ∇^{2}ρ(r)$,
39742998_eq3,39742998,2,False,$ ∇^{2}ρ(r)$,
39742998_eq4,39742998,3,False,$ ∇^{2}ρ(r)$,
39742998_eq5,39742998,4,False,$ ∇^{2}ρ(r)$,
39742998_eq6,39742998,5,False,$ ∇^{2}ρ(r)$,
39793047_eq1,39793047,0,True,$ Y=\frac{[P_{tot}]+[L_{tot}]+K_{D}-\sqrt{([P_{tot}]+[L_{tot}]+K_{D})^{2}-4[P_{tot}][L_{tot}]}}{2[P_{tot}]}. $,
39793047_eq2,39793047,1,False,$ %bound=100\times\frac{B_{max}[TRAP]}{K_{D}+[TRAP]} $,
39793047_eq3,39793047,2,True,$ Y=\frac{[P_{tot}]+[L_{tot}]+K_{D}-\sqrt{([P_{tot}]+[L_{tot}]+K_{D})^{2}-4[P_{tot}][L_{tot}]}}{2[P_{tot}]}. $,
39793047_eq4,39793047,3,False,$ %bound=100\times\frac{B_{max}[TRAP]}{K_{D}+[TRAP]} $,
39744096_eq1,39744096,0,True,$ ℒ_{MLM}=E_{x~X}E_{M}\sumi∈M-logp(x_{i}|x_{/M}). $,
39744096_eq2,39744096,1,True,"$ ℒ_{GPT}=-\sumi=1n-1logp(s_{i+1}|s_{1:i};θ), $",
39744096_eq3,39744096,2,True,$ H_{i}=Encoder(s_{i:n};θ_{encode})$,
39744096_eq4,39744096,3,True,"$ p(s_{j}|s_{1:j-1},H)=Decoder(s_{1:j-1},H;θ_{decode}). $",
39744096_eq5,39744096,4,True,"$ H_{i}^{(l+1)}=γ(H^{(l)},⊕_{V_{j}∈N(i)}ϕ(H_{i}^{(l)},H_{j}^{(l)},A_{ji})), $",
39744096_eq6,39744096,5,True,"$ O(i,j,k)=\summ=0M-1\sumn=0N-1\sump=0P-1M(i+m,j+n,k+p)K(m,n,p). $",
39744096_eq7,39744096,6,True,$ ℒ_{MLM}=E_{x~X}E_{M}\sumi∈M-logp(x_{i}|x_{/M}). $,
39744096_eq8,39744096,7,True,"$ ℒ_{GPT}=-\sumi=1n-1logp(s_{i+1}|s_{1:i};θ), $",
39744096_eq9,39744096,8,True,$ H_{i}=Encoder(s_{i:n};θ_{encode})$,
39744096_eq10,39744096,9,True,"$ p(s_{j}|s_{1:j-1},H)=Decoder(s_{1:j-1},H;θ_{decode}). $",
39744096_eq11,39744096,10,True,"$ H_{i}^{(l+1)}=γ(H^{(l)},⊕_{V_{j}∈N(i)}ϕ(H_{i}^{(l)},H_{j}^{(l)},A_{ji})), $",
39744096_eq12,39744096,11,True,"$ O(i,j,k)=\summ=0M-1\sumn=0N-1\sump=0P-1M(i+m,j+n,k+p)K(m,n,p). $",
39795912_eq1,39795912,0,False,$ G_{N-D}^{0} $,
39795912_eq2,39795912,1,False,$ G_{A-D}^{0} $,
39795912_eq3,39795912,2,False,$ M_{s}^{max} $,
39795912_eq4,39795912,3,False,$ M_{s}^{max} $,
39795912_eq5,39795912,4,False,$ G_{A-N}^{0} $,
39795912_eq6,39795912,5,False,$ G_{A-N}^{0} $,
39795912_eq7,39795912,6,False,$ G_{A-N}^{0} $,
39795912_eq8,39795912,7,False,$ G_{D-N}^{0} $,
39795912_eq9,39795912,8,False,$ G_{A-D}^{0} $,
39795912_eq10,39795912,9,False,$ G_{A-N}^{0} $,
39795912_eq11,39795912,10,False,$ G_{D-N}^{0} $,
39795912_eq12,39795912,11,False,$ G_{A-D}^{0} $,
39795912_eq13,39795912,12,False,$ G_{A-N}^{0} $,
39795912_eq14,39795912,13,False,$ G_{D-N}^{0} $,
39795912_eq15,39795912,14,False,$ G_{A-D}^{0} $,
39795912_eq16,39795912,15,False,$ G_{A-D}^{0} $,
39795912_eq17,39795912,16,False,$ G_{A-N}^{0} $,
39795912_eq18,39795912,17,False,$ G_{A-D}^{0} $,
39795912_eq19,39795912,18,False,$ G_{N-D}^{0} $,
39795912_eq20,39795912,19,False,$ G_{A-D}^{0} $,
39795912_eq21,39795912,20,False,$ M_{s}^{max} $,
39795912_eq22,39795912,21,False,$ M_{s}^{max} $,
39795912_eq23,39795912,22,False,$ G_{A-N}^{0} $,
39795912_eq24,39795912,23,False,$ G_{A-N}^{0} $,
39795912_eq25,39795912,24,False,$ G_{A-N}^{0} $,
39795912_eq26,39795912,25,False,$ G_{D-N}^{0} $,
39795912_eq27,39795912,26,False,$ G_{A-D}^{0} $,
39795912_eq28,39795912,27,False,$ G_{A-N}^{0} $,
39795912_eq29,39795912,28,False,$ G_{D-N}^{0} $,
39795912_eq30,39795912,29,False,$ G_{A-D}^{0} $,
39795912_eq31,39795912,30,False,$ G_{A-N}^{0} $,
39795912_eq32,39795912,31,False,$ G_{D-N}^{0} $,
39795912_eq33,39795912,32,False,$ G_{A-D}^{0} $,
39795912_eq34,39795912,33,False,$ G_{A-D}^{0} $,
39795912_eq35,39795912,34,False,$ G_{A-N}^{0} $,
39795912_eq36,39795912,35,False,$ G_{A-D}^{0} $,
39764114_eq1,39764114,0,False,$(T_{m})$,
39764114_eq2,39764114,1,False,$(D_{1/2})$,
39764114_eq3,39764114,2,False,$(ΔG)$,
39764114_eq4,39764114,3,False,$ PMF=-k_{B}TlnP(R_{PMF})$,
39764114_eq5,39764114,4,False,$ k_{B} $,
39764114_eq6,39764114,5,False,$ R_{PMF} $,
39764114_eq7,39764114,6,False,$ R_{g} $,
39764114_eq8,39764114,7,False,$ P(R_{PMF})$,
39764114_eq9,39764114,8,False,$ Tm $,
39764114_eq10,39764114,9,True,$ fluorescence(x)=\frac{Y_{n}+Y_{d}∗exp(\frac{ΔH_{app}}{R}∗(\frac{1}{T_{m}}-\frac{1}{x}))}{1+exp(\frac{ΔH_{app}}{R}∗(\frac{1}{T_{m}}-\frac{1}{x}))} $,
39764114_eq11,39764114,10,False,$ ΔH_{app} $,
39764114_eq12,39764114,11,False,$ T_{m} $,
39764114_eq13,39764114,12,False,$ Y_{n} $,
39764114_eq14,39764114,13,False,$ Y_{d} $,
39764114_eq15,39764114,14,True,"$ fluorescence(x)=\frac{Y_{n}+Y_{d}∗exp(-\frac{ΔG_{app}-m∗x}{R\cdotT})}{1+exp(-\frac{ΔG_{app}-m∗x}{R\cdotT})}, $",
39764114_eq16,39764114,15,False,$ ΔG_{app} $,
39764114_eq17,39764114,16,False,$ m $,
39764114_eq18,39764114,17,False,$(ΔΔG_{PT})$,
39764114_eq19,39764114,18,False,$ ΔT_{m} $,
39764114_eq20,39764114,19,True,$ ΔΔG_{rexDMD}\approxΔH_{m}(\frac{ΔT_{m}}{T_{m}})$,
39764114_eq21,39764114,20,True,"$ andforthermaldenaturation(TD),ΔΔG_{TD}\approxΔH_{m}(\frac{ΔT_{m}}{T_{m}})$",
39764114_eq22,39764114,21,False,$ ΔH_{m} $,
39764114_eq23,39764114,22,False,$ T_{m} $,
39764114_eq24,39764114,23,False,$(ΔD_{1/2})$,
39764114_eq25,39764114,24,True,$ ΔΔG_{CD}\approxm\timesΔD_{1/2} $,
39764114_eq26,39764114,25,False,$ m $,
39764114_eq27,39764114,26,False,$ D_{1/2} $,
39764114_eq28,39764114,27,False,$ ΔΔG $,
39764114_eq29,39764114,28,True,$ OverallImpact=\frac{|ΔΔG_{PT}|+|ΔΔG_{rexDMD}|+|ΔΔG_{TD}|+|ΔΔG_{CD}|}{scalingfactor} $,
39764114_eq30,39764114,29,False,$(ΔΔG)$,
39764114_eq31,39764114,30,False,$(ΔΔG=ΔGWT-ΔGMUT)$,
39764114_eq32,39764114,31,False,$(C_{v})$,
39764114_eq33,39764114,32,False,$(R_{g})$,
39764114_eq34,39764114,33,False,$ C_{v} $,
39764114_eq35,39764114,34,False,$ R_{g} $,
39764114_eq36,39764114,35,False,$ C_{v} $,
39764114_eq37,39764114,36,False,"$(ΔT_{m}=T_{m,WT}-T_{m,MUTANT})$",
39764114_eq38,39764114,37,False,$ α $,
39764114_eq39,39764114,38,False,$(R_{g})$,
39764114_eq40,39764114,39,False,$ α $,
39764114_eq41,39764114,40,False,$ R_{g} $,
39764114_eq42,39764114,41,False,$ α $,
39764114_eq43,39764114,42,False,$ α $,
39764114_eq44,39764114,43,False,$ R_{g} $,
39764114_eq45,39764114,44,False,$ R_{g} $,
39764114_eq46,39764114,45,False,$ α $,
39764114_eq47,39764114,46,False,$ R_{g} $,
39764114_eq48,39764114,47,False,"$(T_{m,app})$",
39764114_eq49,39764114,48,False,"$(ΔT_{m}=T_{m,WT}-T_{m,MUT})$",
39764114_eq50,39764114,49,False,"$ T_{m,app} $",
39764114_eq51,39764114,50,False,"$ T_{m,app} $",
39764114_eq52,39764114,51,False,$ ΔT_{m} $,
39764114_eq53,39764114,52,False,$ D_{1/2} $,
39764114_eq54,39764114,53,False,$ ΔD_{1/2}=D_{1/2unfolding}-D_{1/2refolding} $,
39764114_eq55,39764114,54,False,$ ΔD_{1/2} $,
39764114_eq56,39764114,55,False,$ ΔD_{1/2} $,
39764114_eq57,39764114,56,False,"$ ΔΔD_{1/2}=ΔD_{1/2,WT}-ΔD_{1/2,mutant} $",
39764114_eq58,39764114,57,False,$ ΔΔD_{1/2} $,
39764114_eq59,39764114,58,False,$ ΔD_{1/2} $,
39764114_eq60,39764114,59,False,$ ΔΔD_{1/2} $,
39764114_eq61,39764114,60,False,$ α $,
39764114_eq62,39764114,61,False,$ α $,
39764114_eq63,39764114,62,False,$(T_{m})$,
39764114_eq64,39764114,63,False,$(D_{1/2})$,
39764114_eq65,39764114,64,False,$(ΔG)$,
39764114_eq66,39764114,65,False,$ PMF=-k_{B}TlnP(R_{PMF})$,
39764114_eq67,39764114,66,False,$ k_{B} $,
39764114_eq68,39764114,67,False,$ R_{PMF} $,
39764114_eq69,39764114,68,False,$ R_{g} $,
39764114_eq70,39764114,69,False,$ P(R_{PMF})$,
39764114_eq71,39764114,70,False,$ Tm $,
39764114_eq72,39764114,71,True,$ fluorescence(x)=\frac{Y_{n}+Y_{d}∗exp(\frac{ΔH_{app}}{R}∗(\frac{1}{T_{m}}-\frac{1}{x}))}{1+exp(\frac{ΔH_{app}}{R}∗(\frac{1}{T_{m}}-\frac{1}{x}))} $,
39764114_eq73,39764114,72,False,$ ΔH_{app} $,
39764114_eq74,39764114,73,False,$ T_{m} $,
39764114_eq75,39764114,74,False,$ Y_{n} $,
39764114_eq76,39764114,75,False,$ Y_{d} $,
39764114_eq77,39764114,76,True,"$ fluorescence(x)=\frac{Y_{n}+Y_{d}∗exp(-\frac{ΔG_{app}-m∗x}{R\cdotT})}{1+exp(-\frac{ΔG_{app}-m∗x}{R\cdotT})}, $",
39764114_eq78,39764114,77,False,$ ΔG_{app} $,
39764114_eq79,39764114,78,False,$ m $,
39764114_eq80,39764114,79,False,$(ΔΔG_{PT})$,
39764114_eq81,39764114,80,False,$ ΔT_{m} $,
39764114_eq82,39764114,81,True,$ ΔΔG_{rexDMD}\approxΔH_{m}(\frac{ΔT_{m}}{T_{m}})$,
39764114_eq83,39764114,82,True,"$ andforthermaldenaturation(TD),ΔΔG_{TD}\approxΔH_{m}(\frac{ΔT_{m}}{T_{m}})$",
39764114_eq84,39764114,83,False,$ ΔH_{m} $,
39764114_eq85,39764114,84,False,$ T_{m} $,
39764114_eq86,39764114,85,False,$(ΔD_{1/2})$,
39764114_eq87,39764114,86,True,$ ΔΔG_{CD}\approxm\timesΔD_{1/2} $,
39764114_eq88,39764114,87,False,$ m $,
39764114_eq89,39764114,88,False,$ D_{1/2} $,
39764114_eq90,39764114,89,False,$ ΔΔG $,
39764114_eq91,39764114,90,True,$ OverallImpact=\frac{|ΔΔG_{PT}|+|ΔΔG_{rexDMD}|+|ΔΔG_{TD}|+|ΔΔG_{CD}|}{scalingfactor} $,
39764114_eq92,39764114,91,False,$(ΔΔG)$,
39764114_eq93,39764114,92,False,$(ΔΔG=ΔGWT-ΔGMUT)$,
39764114_eq94,39764114,93,False,$(C_{v})$,
39764114_eq95,39764114,94,False,$(R_{g})$,
39764114_eq96,39764114,95,False,$ C_{v} $,
39764114_eq97,39764114,96,False,$ R_{g} $,
39764114_eq98,39764114,97,False,$ C_{v} $,
39764114_eq99,39764114,98,False,"$(ΔT_{m}=T_{m,WT}-T_{m,MUTANT})$",
39764114_eq100,39764114,99,False,$ α $,
39764114_eq101,39764114,100,False,$(R_{g})$,
39764114_eq102,39764114,101,False,$ α $,
39764114_eq103,39764114,102,False,$ R_{g} $,
39764114_eq104,39764114,103,False,$ α $,
39764114_eq105,39764114,104,False,$ α $,
39764114_eq106,39764114,105,False,$ R_{g} $,
39764114_eq107,39764114,106,False,$ R_{g} $,
39764114_eq108,39764114,107,False,$ α $,
39764114_eq109,39764114,108,False,$ R_{g} $,
39764114_eq110,39764114,109,False,"$(T_{m,app})$",
39764114_eq111,39764114,110,False,"$(ΔT_{m}=T_{m,WT}-T_{m,MUT})$",
39764114_eq112,39764114,111,False,"$ T_{m,app} $",
39764114_eq113,39764114,112,False,"$ T_{m,app} $",
39764114_eq114,39764114,113,False,$ ΔT_{m} $,
39764114_eq115,39764114,114,False,$ D_{1/2} $,
39764114_eq116,39764114,115,False,$ ΔD_{1/2}=D_{1/2unfolding}-D_{1/2refolding} $,
39764114_eq117,39764114,116,False,$ ΔD_{1/2} $,
39764114_eq118,39764114,117,False,$ ΔD_{1/2} $,
39764114_eq119,39764114,118,False,"$ ΔΔD_{1/2}=ΔD_{1/2,WT}-ΔD_{1/2,mutant} $",
39764114_eq120,39764114,119,False,$ ΔΔD_{1/2} $,
39764114_eq121,39764114,120,False,$ ΔD_{1/2} $,
39764114_eq122,39764114,121,False,$ ΔΔD_{1/2} $,
39764114_eq123,39764114,122,False,$ α $,
39764114_eq124,39764114,123,False,$ α $,
39700257_eq1,39700257,0,True,$ \begin{matrix} selectionchance={\begin{matrix} basechance & iffitnesspercentile<fitnessthreshold \\ 1 & iffitnesspercentile\gefitnessthreshold \end{matrix} \end{matrix} $,
39700257_eq2,39700257,1,True,$ \begin{matrix} fitnessthreshold=\frac{1-selectedfraction}{1-basechance} \end{matrix} $,
39700257_eq3,39700257,2,False,$ F:A^{N}\toR $,
39700257_eq4,39700257,3,False,"$ N(0,1)$",
39700257_eq5,39700257,4,False,"$ X_{i_{0},i_{1},i_{2}...,i_{K}}^{a} $",
39700257_eq6,39700257,5,True,"$ \begin{matrix} F(g)=\suma=1NX_{g[a],g[L(a,1)],g[L(a,2)],...,g[L(a,K)]}^{a} \end{matrix} $",
39700257_eq7,39700257,6,False,"$ X_{i_{0},i_{1},i_{2}...,i_{K}}^{a} $",
39700257_eq8,39700257,7,False,"$ N(0,noise^{2})$",
39700257_eq9,39700257,8,True,$ \begin{matrix} selectionchance={\begin{matrix} basechance & iffitnesspercentile<fitnessthreshold \\ 1 & iffitnesspercentile\gefitnessthreshold \end{matrix} \end{matrix} $,
39700257_eq10,39700257,9,True,$ \begin{matrix} fitnessthreshold=\frac{1-selectedfraction}{1-basechance} \end{matrix} $,
39700257_eq11,39700257,10,False,$ F:A^{N}\toR $,
